,smiles
BRD-K52756523,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)[C@@H]2N[C@@H](COCCOC)O[C@H]([C@H]2C)[C@]1(C)O
BRD-K88625236,CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1
BRD-K12343256,CC(=O)Nc1cccc(c1)-n1c2c(C)c(=O)n(C)c(Nc3ccc(I)cc3F)c2c(=O)n(C2CC2)c1=O
BRD-K11973162,Clc1c(CN2CCCC2=N)[nH]c(=O)[nH]c1=O
BRD-K38305202,Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1
BRD-K76634210,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(I)c(=O)[nH]c1=O
BRD-A44090213,CC(C(O)=O)c1ccc(cc1)N1Cc2ccccc2C1=O
BRD-K47869605,COc1cc(cc(OC)c1OC)[C@H]1[C@@H]2[C@H](COC2=O)[C@@H](O)c2cc3OCOc3cc12
BRD-K07572174,COc1cc(ccc1O)\C=C\C(=O)CC(=O)\C=C\c1ccc(O)c(OC)c1
BRD-K23925186,O[C@@H]1[C@H]2CC[C@@H]3[C@@]45CO[C@](O)(C[C@@H]4C(C)(C)CC[C@@H]5O)[C@@]13C(=O)C2=C
BRD-K29582115,Clc1cc2NC(=O)Cc2cc1CCN1CCN(CC1)c1nsc2ccccc12
BRD-K62779383,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
BRD-K28542495,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
BRD-A88138582,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl
BRD-K61717546,CN1CCN(CC1)c1c(F)cc2c(c1F)n(CCF)cc(C(O)=O)c2=O
BRD-A42699921,CC(=O)C(C#N)C(=O)Nc1ccc(cc1)C(F)(F)F
BRD-K31698212,C#Cc1cccc(Nc2ncnc3cc4OCCOCCOCCOc4cc23)c1
BRD-K93779381,C\C=C(\C)C(=O)O[C@H]1C(C)=C[C@@]23[C@H](C)C[C@@H]4[C@H]([C@H](C=C(CO)[C@@H](O)[C@]12O)C3=O)C4(C)C
BRD-K01669786,NC(=S)N\N=C\c1ncccc1N
BRD-K97010173,OC(=O)c1ccc(cc1)-n1nc(nc1-c1ccccc1O)-c1ccccc1O
BRD-A92537424,C[C@]12CCC3C(CCC4=Cc5oncc5C[C@]34C)C1CC[C@@]2(O)C#C
BRD-K13044802,Cc1cc(C2CCCCC2)n(O)c(=O)c1
BRD-K40496271,CC1=NN(C(=O)C\1=N\Nc1cccc(-c2cccc(c2)C(O)=O)c1O)c1ccc(C)c(C)c1
BRD-K77554836,C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO
BRD-K52075715,CCCOc1ccc2nc(NC(=O)OC)[nH]c2c1
BRD-K86887724,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
BRD-K60369935,NC(=O)c1ncn(n1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
BRD-A93093700,CN1c2ccc(Cl)cc2C(=NC(O)C1=O)c1ccccc1
BRD-K81473043,CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O
BRD-K32007074,CCCCCCCCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
BRD-K39467894,CC(=O)Nc1ncc(s1)[N+]([O-])=O
BRD-K66094457,OC(=O)C1CN(CCCP(O)(O)=O)CCN1
BRD-A95886749,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC
BRD-A90272038,C\C(CP(O)(O)=O)=C/C(N)C(O)=O
BRD-K26833429,C\C1=C/CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2CC1
BRD-K95926480,O=C(Nc1ccccc1-c1cn2c(CN3CCNCC3)csc2n1)c1cnc2ccccc2n1
BRD-K71823332,C[C@H]1CCC[C@H]2O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\c1csc(C)n1
BRD-K49371609,CN(\N=C\c1cnc2ccc(Br)cn12)S(=O)(=O)c1cc(ccc1C)[N+]([O-])=O
BRD-K24187789,COc1ccc(CN2C(=O)C(=O)c3cc(OC(F)(F)F)ccc23)cc1
BRD-K45462423,COc1cc(NC(=O)c2ccccn2)ccc1Cl
BRD-K83607951,OC[C@@H](O)COc1ccc2CCc3cc(Nc4ccc(F)cc4F)ccc3C(=O)c2c1
BRD-K47049295,O=C(NCCCN1CCC2(CC1)OCc1ccccc21)[C@H]1CCCN1Cc1ccccc1
BRD-K48443249,CNC(=O)c1cc(Oc2ccc(Nc3ncc(F)c(Nc4cccc(NC(=O)C=C)c4)n3)cc2)ccn1
BRD-K15898725,CO[C@@H]1\C=C\C=C(C)\Cc2cc(OC)c(Cl)c(c2)N(C)C(=O)C[C@H](OC(=O)C(C)C)[C@]2(C)O[C@H]2[C@H](C)[C@@H]2C[C@@]1(O)NC(=O)O2
BRD-A98299281,Nc1c2C(O)CCCc2nc2ccccc12
BRD-K22385716,O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCNCC1
BRD-K01614093,O[C@@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c1cc(O)c(O)c(O)c1
BRD-K76180386,Clc1ccc(N\N=C(/c2ccccc2)c2ccccn2)nc1
BRD-K75478907,CSc1nc(NC2CCCC2)c(c(NC2CCCC2)n1)[N+]([O-])=O
BRD-K75352575,FC(F)(F)c1cc(cc(c1)C(F)(F)F)-c1ncn(n1)\C=C/C(=O)N1CC(F)(F)C1
BRD-K62696033,CC(=O)c1ccc2N[C@H]([C@H]3CC=C[C@H]3c2c1)c1cc2OCOc2cc1Br
BRD-K87696786,COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1
BRD-K10705233,COc1ccc2n(C(=O)c3cccc(Cl)c3Cl)c(C)c(CCN3CCOCC3)c2c1
BRD-K49049886,Nc1nc2ccc(Cl)cc2c2nc(nn12)-c1ccco1
BRD-K72420232,COc1cc(ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)C=C)c2)n1)N1CCN(C)CC1
BRD-A93477898,OC(Cc1ccncc1)C(Cl)(Cl)Cl
BRD-K72327355,Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1
BRD-K03109492,ClC1=C(NCCN2CCOCC2)C(=O)c2ncccc2C1=O
BRD-K48488978,Nc1ccc(cn1)C(=O)Nc1cccc(c1)-c1nc(N2CCOCC2)c2oc3ncccc3c2n1
BRD-K46585355,CC(=O)Oc1ccccc1C(=O)Oc1ccccc1C(O)=O
BRD-K79259477,Cc1ccc(cc1Nc1nc(nc2n(C)ncc12)-c1cccnc1)C(=O)Nc1cccc(c1)C(F)(F)F
BRD-K05804044,Cc1ccc(NC(=O)c2cccc(c2)C(C)(C)C#N)cc1Nc1ccc2ncn(C)c(=O)c2c1
BRD-K42973005,Nc1nc(NCCNc2ncc(c(n2)-c2ccc(Cl)cc2Cl)-n2ccnc2)ccc1[N+]([O-])=O
BRD-K18613660,COc1ccc(C(=O)c2ccc(C)cc2)c(O)c1
BRD-K80060353,NCCCCCNCC12CC3CC(CC(C3)C1)C2
BRD-K06593056,CN1c2cc3c(cc2N=C(c2ccc(cc2)C(O)=O)c2ccccc12)C(C)(C)CCC3(C)C
BRD-K25690923,Ic1cc(ncn1)-c1ccccc1
BRD-K24696047,Nc1ncnc2n(cc(-c3cccc(OCc4ccccc4)c3)c12)[C@@H]1C[C@H](CN2CCC2)C1
BRD-K95581532,CC(C)NCCN(C(C)C)S(=O)(=O)c1ccc(Cl)cc1Cl
BRD-K84663978,COc1cc2CCn3c(c\c(=N/c4c(C)cc(C)cc4C)n(C)c3=O)-c2cc1OC
BRD-K61734568,OCCNCCCOc1cccc(Cl)c1Cl
BRD-K57136142,CN(C)c1ccc(cc1)-c1nc2c(N3CCN(CC(=O)Nc4nccs4)CC3)c(Cl)cnc2[nH]1
BRD-A00077618,Nc1nc(O)c2nc(Br)n([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)c2n1
BRD-A71033472,CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1
BRD-K37865504,CN(C)C(=O)n1nnnc1Cc1ccc(cc1)-c1ccccc1
BRD-K32730239,Nc1nnc(Sc2ncc(s2)[N+]([O-])=O)s1
BRD-K48684885,CC(C)(C)c1ccc(cc1)S(=O)(=O)\C=C\C#N
BRD-K06543683,Cn1cc(C2=C(C(=O)NC2=O)c2cn(CCCSC(N)=N)c3ccccc23)c2ccccc12
BRD-K18424115,Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)-c1cc(O)ccc1Cl
BRD-A91831168,COc1ccc(CC2NCCc3cc(OC)c(OC)cc23)cc1OC
BRD-K58299615,Nc1ccc(cc1)-c1nc2ccc(cc2[nH]1)-c1nc2ccc(N)cc2[nH]1
BRD-K40331046,CC[C@H](CO)Nc1nc(NCc2ccc(cc2)-c2ccccn2)c2ncn(C(C)C)c2n1
BRD-K36021395,Nc1ncnc2nc(cc(-c3cccc(Br)c3)c12)-c1ccc(nc1)N1CCOCC1
BRD-K25224017,Cc1nc2ccccn2c(=O)c1CCN1CCC(CC1)C(=O)c1ccc(F)cc1
BRD-K49294207,CCN(CC)CC1CCN(CC1)c1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1
BRD-K61228301,Cc1cc(Nc2ccc(NC(=O)c3ccc(Nc4ccnc5ccccc45)cc3)cc2)nc(N)n1
BRD-K03273112,Brc1ccc2[nH]c-3c(CC(=O)Nc4cccnc-34)c2c1
BRD-K18518344,C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1
BRD-K72703948,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1
BRD-K04623885,C\C(=C/C(=O)Nc1ccccc1C(O)=O)c1ccc2ccccc2c1
BRD-K31086665,CCCCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C
BRD-K16478699,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
BRD-K53523901,COc1cc(C[C@@H]2[C@@H](Cc3ccc(OC)c(OC)c3)COC2=O)ccc1O
BRD-K67566344,COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1
BRD-K77008974,COC(=O)Nc1ccc(cc1)-c1nc(N2CCOCC2)c2cnn(C3CCN(CC3)C(=O)OC)c2n1
BRD-K17702546,Brc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1
BRD-A22707317,CC#CCOC(=O)c1c(C)nc2sc3CC(O)CCc3c2c1N
BRD-K19333160,Oc1cccc(CNC(=O)Nc2nc(cs2)-c2ccncc2)c1
BRD-K96233303,COc1ccc(\C=C\c2cc(OC)cc(OC)c2)c(OC)c1
BRD-K14560436,CN1C\C=C\CCOc2cccc(c2)-c2ccnc(Nc3cccc(C1)c3)n2
BRD-K22503835,ONC(=O)CCCCCN1C(=O)c2cccc3cccc(C1=O)c23
BRD-K26756394,CS(=O)(=O)c1ccc(cc1)-c1cnc(N)c(n1)C(=O)Nc1ccccc1
BRD-K18787491,N\C(Sc1ccccc1N)=C(C#N)/C(C#N)=C(/N)Sc1ccccc1N
BRD-K41337261,COc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC
BRD-K14991967,OC(=O)c1ccc(cc1C1CCCC1)-c1c[nH]c2ncc(cc12)-c1ccccc1
BRD-K18619710,C[C@@]12[C@H](CC[C@]1(O)[C@@H]1CC[C@@H]3C[C@@H](O)CC[C@]3(C)[C@H]1C[C@H]2O)C1=CC(=O)OC1
BRD-K79684402,Cc1ncc(CN2CCC(=CC2)c2ccccc2)c(N)n1
BRD-K61642990,O\N=C\c1ccc(-c2ccc(O)c(F)c2)c(Cl)c1O
BRD-K13094524,COc1ccccc1S(=O)(=O)Nc1ccc2NC(=O)N(C)Cc2c1
BRD-K41312087,Cn1cc(\C=C2/C(=O)Nc3cccnc23)c2ccccc12
BRD-K54095730,Oc1ccc(NC(=O)CCCc2ccc(cc2)-c2ccccc2F)cc1
BRD-K92000912,Cc1c(nn(c1-c1ccc(I)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1
BRD-A80213327,CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1
BRD-A10523515,CC1=C(C(CC(=O)N1)c1ccc(cc1)C(F)(F)F)C(=O)Nc1cc2cn[nH]c2cc1F
BRD-A65248799,COc1ccc(cc1OC)C(=O)N1CCCc2cc(ccc12)C1=NNC(=O)SC1C
BRD-K56334280,CN(C)CCN1C(=O)c2cccc3cc(N)cc(C1=O)c23
BRD-K33882852,CCOC(=O)c1ncc2[nH]c3ccc(OCc4ccccc4)cc3c2c1COC
BRD-K32501161,Fc1ccc(cc1)C(OCCN1CCN(CCCc2ccccc2)CC1)c1ccc(F)cc1
BRD-K61195623,COc1ccc(cc1O)\C=C/c1cc(OC)c(OC)c(OC)c1
BRD-K92428232,C[C@@H](Oc1cc(sc1C(N)=O)-n1cnc2ccc(CN3CCN(C)CC3)cc12)c1ccccc1C(F)(F)F
BRD-K23952234,C[C@@H](OC(=O)Nc1c(C)noc1-c1ccc(cc1)-c1ccc(CC(O)=O)cc1)c1ccccc1
BRD-K37890730,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccccc4cc3Cn1c2=O
BRD-K14109347,Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1
BRD-K07202345,COc1ccc2nc(NC(=O)Nc3ccccc3)sc2c1
BRD-K89053832,C\C(=N\Nc1nnc2c(n1)[nH]c1c(C)cccc21)c1ccccn1
BRD-K79584249,COc1cc2CC(=O)N([C@@H](c3ccc(Cl)cc3)c2cc1OC(C)C)c1ccc(cc1)N(C)C[C@H]1CC[C@@H](CC1)N1CCN(C)C(=O)C1
BRD-K21673112,Clc1ccc(CCCOCCCN2CCCCC2)cc1
BRD-K15071410,CN\C(NCCSCc1csc(N=C(N)N)n1)=N/C#N
BRD-K14175878,CO[C@@H]1COCC[C@@H]1N[C@@H]1CC[C@](C1)(C(C)C)C(=O)N1CCc2ncc(cc2C1)C(F)(F)F
BRD-K56405753,CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(cc3c(=O)c2c1)-c1cnn(C)c1
BRD-K11071038,NC(=O)CCCCn1ccc(n1)\N=C(/N)NCC(F)(F)F
BRD-K78659596,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O
BRD-K35629949,OC(=O)Cn1c(cc2ccccc12)C(=O)Nc1nc(cs1)-c1ccccc1Cl
BRD-K57080016,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(cc12)C(=O)NOCCO
BRD-K59929863,CN(C)\N=N\c1ccc(cc1)C(O)=O
BRD-K75295174,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O
BRD-K64800655,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C
BRD-K56291712,CCn1c2nc(N)nc(C)c2cc(-c2cc[nH]n2)c1=O
BRD-K32285926,COc1ccc2c(OCc3nnc4ccc(nn34)-c3ccccc3)ccnc2c1
BRD-K19284129,COC(=O)[C@@H]1C[C@H](OC(C)=O)C(=O)[C@H]2[C@@]1(C)CC[C@H]1C(=O)O[C@@H](C[C@]21C)c1ccoc1
BRD-A22081593,COc1cc(ccc1-c1nc2ncccc2[nH]1)S(C)=O
BRD-K55675242,CCOC(=O)N1[C@H](CC)C[C@H](N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C(=O)OC)c2cc(ccc12)C(F)(F)F
BRD-K48195801,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc23)cc1
BRD-K12251893,CC[C@]1(O)C[C@@H]2C[N@](C1)CCc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C=O)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC
BRD-K06294530,NC(=O)c1noc(n1)[C@H](CCCC1CCCCC1)CC(=O)NO
BRD-K10784860,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)c1cccs1
BRD-K18961567,Cc1ccc(C(=O)Nc2ccc(Oc3cc4cnn(C)c4cc3-c3cn[nH]c3)c(F)c2)c(=O)n1-c1ccc(F)cc1
BRD-K60025295,CN(C)c1ccc(cc1)C(c1ccc(cc1)N(C)C)=C1C=CC(C=C1)=[N+](C)C
BRD-K47976015,CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)n1ccc(N)nc1=O)N=[N+]=[N-]
BRD-K41783120,Cc1cccc(\C=N\Nc2cc(nc(OCCc3ccccn3)n2)N2CCOCC2)c1
BRD-K86972824,Cc1c(ssc1=S)-c1cnccn1
BRD-A86248581,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1CCC(O)NC1=O
BRD-K63123526,CSC[C@H](N)C(O)=O
BRD-K65928735,C[C@H](Nc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c1ncc(F)cn1
BRD-K64785675,Nc1nc(N)c2nc(-c3cccc(O)c3)c(nc2n1)-c1cccc(O)c1
BRD-K17026858,CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1ccc2nc([nH]c2c1)-c1ccc(O)cc1
BRD-K87124298,COc1cccc2cc([nH]c12)-c1nc([C@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12
BRD-A05906449,CCN1C[C@@]2(CC[C@@H](OC)[C@@]34[C@H]5C[C@H]6[C@H](OC)[C@]5(O)[C@](O)(C[C@@H]6OC)[C@H](C[C@H]23)C14)OC(=O)c1ccccc1NC(C)=O
BRD-K07955840,CN(C)C1CCN(CC1)C(=O)c1ccc(NC(=O)Nc2ccc(cc2)-c2nc(nc(n2)N2CCOCC2)N2CCOCC2)cc1
BRD-K98572433,CNC(=O)CN1CCC(CC1)Oc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC
BRD-K98795921,CC(C)n1c(C)nc2c(nc(nc12)N1CCOCC1)-c1cnc(N)nc1
BRD-K41213548,CCc1c(O)cc(O)c(C(=O)c2ccc(OCCN3CCOCC3)c(OC)c2)c1CC(=O)N(CCOC)CCOC
BRD-K01683783,CCS(=O)(=O)c1cccc(c1)-c1cc(C(=O)NC2CCN(C)CC2)c(C)c2[nH]c3ncc(C)cc3c12
BRD-K58772419,C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1
BRD-K78096648,Oc1nc2ccccc2n1C1CCN(CCOc2ccccc2)CC1
BRD-K61567297,CCOC(=O)C1=CCCC[C@H]1S(=O)(=O)Nc1ccc(F)cc1Cl
BRD-K11073688,CC(=O)Nc1ccc(cc1)C(=O)NC(C)(C)C
BRD-K78055238,Fc1cc2CN(CCn3cc(C4=C(C(=O)NC4=O)c4cnc5ccccn45)c(c1)c23)C(=O)N1CCCCC1
BRD-K32405725,CCOC(=O)[C@@]1(CCCCCCOc2ccc(Cl)cc2)CO1
BRD-K57169635,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN1CCCCC1
BRD-K56301217,CN(C)CC[C@H](CSc1ccccc1)Nc1ccc(cc1[N+]([O-])=O)S(=O)(=O)NC(=O)c1ccc(cc1)N1CCN(Cc2ccccc2-c2ccc(Cl)cc2)CC1
BRD-K78567475,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)c1nccs1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C
BRD-K74305673,Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F
BRD-K80608265,Oc1ccc(cc1)[C@@H]1Oc2ccc(O)cc2[C@@H]2CCC[C@H]12
BRD-K37687095,Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O
BRD-K47000838,C[C@H]1[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]22OC(=O)\C=C/[C@H](O)CCC[C@@H](C)C\C=C\[C@H]2[C@H](O)C1=C
BRD-K08799216,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C
BRD-K75911534,Cc1[nH]c(\C=C2\C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
BRD-K59369769,CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(Sc2ccc(NC(=O)C3CC3)cc2)n1
BRD-K86003836,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1ccc(F)cc1
BRD-K27771035,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O
BRD-K33588785,O\N=C\c1cc[n+](COC[n+]2ccc(cc2)\C=N\O)cc1
BRD-M92675308,CCO.CC1=C(C(c2cccc(c2)[N+]([O-])=O)C(=C(C)N1)P1(=O)OCC(C)(C)CO1)C(=O)OCCN(Cc1ccccc1)c1ccccc1
BRD-K86930074,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
BRD-K49456274,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1
BRD-K90948141,CN(C(C)=O)c1cccc(c1)-c1ccnc2c(cnn12)C(=O)c1cccs1
BRD-K00662280,Cc1nnc2ccc(nn12)-c1cccc(c1)C(F)(F)F
BRD-K40530731,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)c1ccccc1
BRD-K76210423,CCOCc1nc2c(N)nc3ccccc3c2n1CC(C)(C)O
BRD-K59522102,O=C(\C=C\C=C\c1ccc2OCOc2c1)N1CCCCC1
BRD-K86816506,FC(F)(F)c1ccc(Oc2cccc(C=C3CCN(CC3)C(=O)Nc3cccnn3)c2)nc1
BRD-A73556557,OC[C@@H](O)[C@H](O)[C@H](O)C(=O)CO
BRD-K50850824,CC1=CC(=O)NS(=O)(=O)O1
BRD-K53417444,CN(C)C[C@H]1CC[C@@H](CC1)Nc1c(cnc2ccc(nc12)-c1cc(Cl)c(O)c(Cl)c1)C(C)=O
BRD-K78809024,CN(C)CCOc1ccc(cc1)-c1nc(c([nH]1)-c1ccc2c(CC\C2=N/O)c1)-c1ccncc1
BRD-K40109029,Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2OCOc2c1)C(C)(C)C
BRD-K57284066,Nc1ccn([C@@H]2O[C@@](CO)(N=[N+]=[N-])[C@@H](O)[C@@H]2O)c(=O)n1
BRD-K33743361,COc1ccc(CNCc2cccc3ccccc23)cc1
BRD-A53134341,O=S(c1ccccc1)c1ccc2nnnn2n1
BRD-K38548312,CCNC(=O)c1[nH]nc(c1-c1ccc(OC)cc1)-c1cc(Cl)c(O)cc1O
BRD-K45446451,OC(C1CCN(CC1)C(=O)Oc1ccc(cc1)[N+]([O-])=O)(c1ccc2OCOc2c1)c1ccc2OCOc2c1
BRD-K30867024,COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1OCCN(C)C
BRD-K13949769,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1
BRD-K59831625,C1CN(CCN1)c1ccc(cc1)-c1cnc2c(cnn2c1)-c1cccc2ncccc12
BRD-K13606314,CC(=O)c1cc(c(Sc2cccc(Cl)c2Cl)s1)[N+]([O-])=O
BRD-K03289018,CN1CCN(CC1)c1ccc(cc1)-c1nc2c(N3CCN(Cc4cc(C)on4)CC3)c(Br)cnc2[nH]1
BRD-K87510569,Cc1oc(nc1CCN1CCC2(CC1)OC(=O)Nc1ccc(C)cc21)-c1ccccc1
BRD-K56277358,Cn1cnc(c1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccccc4)cc3F)c2s1
BRD-K61295575,Cc1ccc2N=C3N(CC[C@@]3(O)C(=O)c2c1)c1ccccc1
BRD-K80480517,Cc1cccc(n1)-c1n[nH]cc1-c1ccc2ncccc2n1
BRD-K50000283,O=C1NCCc2[nH]c(cc12)-c1ccncc1
BRD-K81801188,C1CCC(C1)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc12
BRD-K68395654,Nc1ccc2ncnc(NCCc3ccc(Oc4ccccc4)cc3)c2c1
BRD-K39160765,NC(=N)Nc1ccc(Cl)cc1
BRD-K18834913,Brc1ccc(Cn2cncc2Cn2cc(C(=O)N3CCOCC3)c(c2)-c2cccc3ccccc23)cc1
BRD-K91370081,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1
BRD-K46392623,Nc1nc(N)c2nc(cnc2n1)-c1cccc(O)c1
BRD-K24556407,CC(C)(C#N)c1ccc(cc1)N1C(=O)OCc2cnc3ccc(cc3c12)-c1cnc2ccccc2c1
BRD-K66527818,Clc1cccc(NC(=O)c2ccccn2)c1
BRD-K67868012,Oc1cccc(c1)-c1nc(N2CCOCC2)c2oc3ncccc3c2n1
BRD-K12539581,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1cccs1
BRD-K16664969,c1ccc(cc1)-c1n[nH]c2c1oc1ccccc21
BRD-K40175214,CCC(=O)N1CCN(CC1)c1ccc(cc1C(F)(F)F)-n1c2c(ccc1=O)cnc1ccc(cc21)-c1cnc2ccccc2c1
BRD-K76064317,COc1cc2ncc(nc2cc1OC)-c1ccccc1
BRD-K11853856,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1
BRD-K40255344,CC(C)(C)c1cc(C=C(C#N)C#N)cc(c1O)C(C)(C)C
BRD-K14618467,O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1
BRD-K12244279,N\C(Sc1ccc(N)cc1)=C(\C#N)c1ccccc1C(F)(F)F
BRD-A60594020,CCCN(C\C=C\I)C1CCc2cccc(O)c2C1
BRD-K45528773,CN(C)c1ccc(cc1)C(=O)NCCCCCCC(=O)NO
BRD-K76840893,CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1
